TransactionID,CustomerID,TransactionDate,ProductCategory,Quantity,UnitPrice,PaymentMethod,Country,TotalAmount
100137,4302,2023-09-28,Sports,2,2960.24,Cash,Australia,5920.48
100138,3237,2023-11-25,Clothing,1,2599.12,Net Banking,UK,2599.12
100139,2306,2023-07-29,Sports,2,4233.14,Cash,India,8466.28
100140,5029,2023-06-25,Sports,4,2229.14,UPI,USA,8916.56
100141,3675,2023-03-02,Clothing,4,3779.42,UPI,India,15117.68
100142,2282,2023-10-11,Sports,1,2164.21,Credit Card,India,2164.21
100143,1709,2023-01-03,Home & Kitchen,5,4789.72,Credit Card,Australia,23948.600000000002
100144,5744,2023-09-29,Home & Kitchen,1,841.92,Credit Card,USA,841.92
100145,5413,2023-06-13,Beauty,5,3686.01,Net Banking,Canada,18430.050000000003
100146,4748,2023-01-09,Beauty,4,370.29,Credit Card,Australia,1481.16
100147,5779,2023-01-12,Groceries,4,838.95,Credit Card,UK,3355.8
100148,1663,2023-03-15,Sports,4,2671.45,Debit Card,Australia,10685.8
100149,2998,2023-08-26,Home & Kitchen,3,2293.77,UPI,Canada,6881.3099999999995
100150,4445,2023-10-27,Clothing,2,4801.85,Debit Card,Australia,9603.7
100151,4743,2023-04-18,Sports,5,55.11,Debit Card,USA,275.55
100152,2495,2023-01-13,Beauty,2,3005.54,Debit Card,Canada,6011.08
100153,4304,2023-08-22,Sports,2,1623.11,Debit Card,India,3246.22
100154,4763,2023-09-02,Electronics,1,2451.39,Cash,India,2451.39
100155,2853,2023-11-17,Clothing,1,2799.63,Credit Card,USA,2799.63
100156,5659,2023-04-02,Sports,5,2724.81,Net Banking,USA,13624.05
100157,2291,2023-12-26,Home & Kitchen,1,4799.67,UPI,USA,4799.67
100158,4581,2023-07-17,Beauty,1,4934.73,Credit Card,USA,4934.73
100159,4457,2023-04-26,Sports,5,2548.94,Cash,UK,12744.7
100160,2636,2023-05-11,Beauty,2,2040.79,Net Banking,UK,4081.58
100161,4696,2023-12-31,Electronics,3,3627.08,Debit Card,Canada,10881.24
100162,3999,2023-06-02,Groceries,2,2617.47,Debit Card,Canada,5234.94
100163,4152,2023-05-01,Clothing,5,3692.0,UPI,Australia,18460.0
100164,1698,2023-04-18,Beauty,2,1947.13,Cash,UK,3894.26
100165,3160,2023-01-16,Groceries,1,2355.4,UPI,Australia,2355.4
100166,5097,2023-10-26,Sports,3,452.28,UPI,Australia,1356.84
100167,5737,2023-02-25,Electronics,4,3301.1,UPI,Australia,13204.4
100168,1854,2023-04-13,Sports,1,4109.57,Credit Card,USA,4109.57
100169,4474,2023-07-27,Electronics,5,930.0,Net Banking,Canada,4650.0
100170,2707,2023-05-31,Clothing,5,4759.44,Debit Card,Canada,23797.199999999997
100171,3777,2023-09-19,Clothing,2,4912.31,Credit Card,USA,9824.62
100172,2733,2023-02-12,Beauty,4,2901.83,Debit Card,USA,11607.32
100173,5931,2023-10-27,Beauty,4,439.03,Credit Card,India,1756.12
100174,4510,2023-04-28,Clothing,2,3987.53,Net Banking,USA,7975.06
100175,1202,2023-12-02,Clothing,1,2361.26,Credit Card,India,2361.26
100176,4255,2023-10-06,Sports,3,4333.35,Net Banking,USA,13000.050000000001
100177,5218,2023-05-24,Beauty,4,4059.16,Credit Card,India,16236.64
100178,5496,2023-08-16,Sports,2,2949.32,Net Banking,Canada,5898.64
100179,1766,2023-07-23,Beauty,3,222.82,Debit Card,Australia,668.46
100180,5389,2023-08-17,Beauty,2,2981.26,Debit Card,Australia,5962.52
100181,3327,2023-09-22,Electronics,3,3822.47,Debit Card,UK,11467.41
100182,3931,2023-05-17,Home & Kitchen,3,3291.64,Net Banking,USA,9874.92
100183,1197,2023-08-28,Clothing,1,3289.37,Cash,UK,3289.37
100184,2930,2023-07-05,Electronics,5,3844.15,UPI,India,19220.75
100185,4582,2023-11-11,Beauty,5,2669.99,Net Banking,Canada,13349.949999999999
100186,1608,2023-05-31,Home & Kitchen,4,3837.73,Net Banking,USA,15350.92
100187,4272,2023-11-21,Home & Kitchen,5,1148.56,Debit Card,USA,5742.799999999999
100188,2147,2023-10-18,Electronics,4,2064.45,Debit Card,USA,8257.8
100189,5282,2023-12-19,Groceries,4,3311.45,Credit Card,Canada,13245.8
100190,4397,2023-04-20,Groceries,3,862.41,Net Banking,USA,2587.23
100191,3511,2023-02-09,Beauty,4,3843.83,Credit Card,UK,15375.32
100192,2794,2023-05-22,Sports,2,2949.58,Cash,Australia,5899.16
100193,1659,2023-12-06,Sports,2,3669.48,UPI,UK,7338.96
100194,3811,2023-01-13,Groceries,3,4311.28,Credit Card,UK,12933.84
100195,2369,2023-02-22,Sports,1,4840.51,Debit Card,USA,4840.51
100196,2986,2023-03-21,Beauty,3,1482.8,Debit Card,USA,4448.4
100197,1146,2023-08-21,Groceries,3,3981.34,Credit Card,UK,11944.02
100198,4219,2023-12-17,Electronics,5,1833.82,Debit Card,India,9169.1
100199,3911,2023-02-08,Home & Kitchen,5,2452.5,Cash,UK,12262.5
100200,2734,2023-08-15,Clothing,3,3077.43,UPI,India,9232.289999999999
100201,2843,2023-12-06,Home & Kitchen,2,1223.66,UPI,India,2447.32
100202,1488,2023-05-01,Groceries,3,1101.29,Net Banking,UK,3303.87
100203,3976,2023-03-06,Home & Kitchen,2,2980.12,Cash,India,5960.24
100204,2959,2023-10-23,Groceries,1,3513.95,Credit Card,Canada,3513.95
100205,3385,2023-07-24,Beauty,5,4778.81,Debit Card,USA,23894.050000000003
100206,3919,2023-05-15,Clothing,4,2860.7,Debit Card,India,11442.8
100207,5736,2023-02-14,Beauty,2,2978.52,Debit Card,UK,5957.04
100208,2802,2023-10-05,Clothing,2,2101.07,Debit Card,Canada,4202.14
100209,5061,2023-05-15,Beauty,1,3930.98,Net Banking,USA,3930.98
100210,4369,2023-02-21,Sports,5,3691.36,Credit Card,India,18456.8
100211,1262,2023-08-17,Beauty,5,992.29,Credit Card,India,4961.45
100212,1623,2023-12-22,Home & Kitchen,5,1952.96,Cash,USA,9764.8
100213,2016,2023-03-09,Clothing,2,719.7,Cash,Canada,1439.4
100214,4643,2023-07-17,Home & Kitchen,5,590.41,Cash,UK,2952.0499999999997
100215,5976,2023-03-08,Beauty,5,4661.57,Cash,USA,23307.85
100216,3049,2023-01-03,Home & Kitchen,4,3339.83,Net Banking,USA,13359.32
100217,4723,2023-02-27,Groceries,2,4482.47,Credit Card,USA,8964.94
100218,5548,2023-09-13,Sports,2,2889.04,Credit Card,Canada,5778.08
100219,4108,2023-12-22,Beauty,5,1323.24,Cash,India,6616.2
100220,5090,2023-09-22,Groceries,3,1339.94,Credit Card,USA,4019.82
100221,3056,2023-01-16,Sports,5,1255.53,Cash,India,6277.65
100222,4170,2023-09-25,Beauty,2,1612.59,Credit Card,UK,3225.18
100223,2682,2023-04-12,Groceries,2,1064.61,Debit Card,India,2129.22
100224,3255,2023-10-14,Sports,4,745.52,Cash,India,2982.08
100225,2154,2023-08-10,Groceries,1,4501.21,Cash,Canada,4501.21
100226,5499,2023-01-21,Beauty,5,2891.97,Credit Card,UK,14459.849999999999
100227,4191,2023-01-21,Groceries,1,1136.85,Net Banking,Canada,1136.85
100228,2696,2023-04-02,Clothing,5,2883.52,UPI,UK,14417.6
100229,4991,2023-10-11,Groceries,4,1272.51,UPI,Canada,5090.04
100230,5723,2023-05-13,Beauty,1,3431.32,Debit Card,Australia,3431.32
100231,5682,2023-11-23,Sports,3,4433.87,Cash,Canada,13301.61
100232,2648,2023-11-25,Clothing,5,861.23,Net Banking,Australia,4306.15
100233,2445,2023-06-24,Clothing,5,2778.82,Credit Card,Australia,13894.1
100234,5199,2023-08-01,Clothing,4,1878.53,UPI,USA,7514.12
100235,4923,2023-05-28,Home & Kitchen,5,4135.13,Debit Card,Canada,20675.65
100236,1253,2023-08-20,Clothing,4,288.74,Net Banking,Canada,1154.96
100237,4183,2023-06-14,Sports,5,3492.82,Debit Card,Canada,17464.100000000002
100238,3557,2023-11-10,Home & Kitchen,5,3242.65,UPI,Canada,16213.25
100239,1098,2023-05-25,Sports,3,3911.77,Debit Card,India,11735.31
100240,3200,2023-10-25,Electronics,2,2780.32,UPI,Canada,5560.64
100241,3961,2023-08-11,Sports,5,2253.14,Credit Card,USA,11265.699999999999
100242,5973,2023-12-19,Groceries,5,1309.17,Debit Card,UK,6545.85
100243,5433,2023-03-03,Home & Kitchen,1,4398.56,Credit Card,Australia,4398.56
100244,4777,2023-04-06,Beauty,4,4473.56,UPI,Australia,17894.24
100245,3869,2023-04-22,Clothing,5,2512.94,UPI,India,12564.7
100246,4234,2023-03-28,Sports,3,4536.9,Cash,UK,13610.699999999999
100247,4791,2023-09-12,Beauty,5,249.45,Credit Card,Canada,1247.25
100248,1956,2023-04-23,Clothing,4,4220.85,Net Banking,Australia,16883.4
100249,5067,2023-09-11,Sports,5,4038.27,Net Banking,USA,20191.35
100250,1160,2023-12-14,Beauty,1,4113.85,Net Banking,India,4113.85
100251,5493,2023-11-18,Groceries,4,3248.63,UPI,Canada,12994.52
100252,2300,2023-02-01,Sports,2,2859.42,UPI,UK,5718.84
100253,5911,2023-03-05,Groceries,1,4175.08,Cash,USA,4175.08
100254,4987,2023-06-03,Electronics,3,3854.94,Credit Card,Australia,11564.82
100255,2527,2023-01-05,Beauty,4,4688.29,Debit Card,Australia,18753.16
100256,2218,2023-11-26,Electronics,3,4112.52,Debit Card,Canada,12337.560000000001
100257,5496,2023-07-29,Beauty,5,1689.67,Credit Card,Australia,8448.35
100258,5735,2023-04-02,Groceries,1,798.87,UPI,UK,798.87
100259,4104,2023-08-10,Electronics,5,836.94,Net Banking,USA,4184.700000000001
100260,3735,2023-07-09,Clothing,2,4292.26,Debit Card,Australia,8584.52
100261,5555,2023-03-01,Sports,2,3700.95,Net Banking,Canada,7401.9
100262,1954,2023-07-24,Sports,1,4928.93,Debit Card,Canada,4928.93
100263,5565,2023-07-31,Groceries,2,4476.61,Credit Card,UK,8953.22
100264,4446,2023-09-15,Home & Kitchen,3,4630.68,Credit Card,USA,13892.04
100265,2045,2023-03-30,Groceries,5,3426.99,UPI,Australia,17134.949999999997
100266,2693,2023-08-24,Groceries,5,1482.04,Cash,Canada,7410.2
100267,4436,2023-12-29,Home & Kitchen,4,2424.6,Credit Card,USA,9698.4
100268,1562,2023-11-28,Beauty,2,206.83,Credit Card,Australia,413.66
100269,3485,2023-07-15,Home & Kitchen,1,3224.27,UPI,USA,3224.27
100270,4354,2023-11-28,Beauty,1,1203.29,Debit Card,USA,1203.29
100271,1225,2023-07-02,Electronics,1,4622.48,UPI,USA,4622.48
100272,5893,2023-09-08,Electronics,5,1751.56,Cash,USA,8757.8
100273,1959,2023-08-12,Electronics,5,2436.75,UPI,India,12183.75
100274,5548,2023-06-20,Home & Kitchen,5,2207.27,Cash,UK,11036.35
100275,4067,2023-07-17,Beauty,5,2383.53,Net Banking,Canada,11917.650000000001
100276,1815,2023-09-06,Clothing,4,4567.22,Cash,India,18268.88
100277,5754,2023-06-30,Groceries,4,2635.18,UPI,UK,10540.72
100278,5642,2023-10-04,Home & Kitchen,3,3283.94,UPI,UK,9851.82
100279,4120,2023-10-02,Electronics,5,3640.52,Debit Card,Australia,18202.6
100280,1016,2023-06-10,Clothing,3,3945.56,Credit Card,USA,11836.68
100281,2243,2023-09-05,Beauty,5,785.38,Credit Card,Canada,3926.9
100282,3205,2023-11-15,Beauty,5,285.61,Net Banking,Australia,1428.0500000000002
100283,3524,2023-07-07,Beauty,1,1710.1,Debit Card,Australia,1710.1
100284,2069,2023-01-19,Home & Kitchen,2,525.26,Debit Card,USA,1050.52
100285,4444,2023-09-01,Groceries,3,3675.98,Net Banking,USA,11027.94
100286,3565,2023-04-23,Groceries,2,4286.01,Cash,USA,8572.02
100287,2060,2023-10-05,Clothing,2,2975.53,Debit Card,USA,5951.06
100288,3327,2023-02-20,Sports,3,1743.98,Net Banking,Canada,5231.9400000000005
100289,4420,2023-12-10,Electronics,4,1541.73,UPI,UK,6166.92
100290,1301,2023-05-03,Sports,1,2604.12,Debit Card,Canada,2604.12
100291,5276,2023-08-26,Sports,4,4383.76,Net Banking,UK,17535.04
100292,1606,2023-11-15,Sports,3,817.73,Net Banking,Australia,2453.19
100293,4170,2023-03-03,Electronics,4,3998.53,Debit Card,India,15994.12
100294,1699,2023-03-15,Electronics,3,1166.67,Credit Card,Australia,3500.01
100295,2139,2023-09-02,Electronics,4,1141.3,Credit Card,India,4565.2
100296,1190,2023-02-01,Clothing,5,971.46,Net Banking,USA,4857.3
100297,3300,2023-06-02,Clothing,5,795.76,Credit Card,Australia,3978.8
100298,1980,2023-05-24,Beauty,3,437.09,Cash,Australia,1311.27
100299,3975,2023-01-15,Home & Kitchen,2,4450.17,Debit Card,Australia,8900.34
100300,2184,2023-10-31,Groceries,1,586.94,Cash,USA,586.94
100301,4327,2023-10-01,Sports,2,1219.08,Cash,Canada,2438.16
100302,4394,2023-09-02,Clothing,4,3925.81,Credit Card,UK,15703.24
100303,1127,2023-10-06,Sports,5,477.14,Net Banking,USA,2385.7
100304,3065,2023-02-24,Groceries,1,986.48,Net Banking,India,986.48
100305,2816,2023-02-11,Beauty,1,1187.58,Net Banking,USA,1187.58
100306,1569,2023-12-25,Beauty,5,3268.45,UPI,USA,16342.25
100307,2895,2023-02-21,Sports,5,3772.55,Credit Card,Australia,18862.75
100308,3733,2023-01-11,Clothing,1,3404.26,Credit Card,Canada,3404.26
100309,4863,2023-11-07,Electronics,5,2572.12,Debit Card,UK,12860.599999999999
100310,5721,2023-03-29,Home & Kitchen,1,4981.46,Debit Card,UK,4981.46
100311,5014,2023-08-15,Groceries,5,3527.29,Cash,UK,17636.45
100312,3901,2023-04-24,Groceries,4,1410.84,Credit Card,India,5643.36
100313,2686,2023-01-25,Beauty,5,4296.58,Net Banking,India,21482.9
100314,4009,2023-04-02,Groceries,2,2716.74,UPI,Canada,5433.48
100315,1154,2023-03-28,Electronics,5,4149.03,Net Banking,Australia,20745.149999999998
100316,3537,2023-03-22,Clothing,2,83.96,UPI,Canada,167.92
100317,2409,2023-09-07,Home & Kitchen,3,3812.06,UPI,USA,11436.18
100318,5057,2023-09-07,Home & Kitchen,2,3035.23,Debit Card,India,6070.46
100319,1784,2023-07-29,Electronics,1,3720.32,UPI,India,3720.32
100320,4175,2023-01-09,Groceries,3,3614.81,Debit Card,UK,10844.43
100321,5341,2023-04-09,Electronics,5,756.9,Cash,Canada,3784.5
100322,3806,2023-02-05,Home & Kitchen,2,4096.2,UPI,UK,8192.4
100323,1537,2023-02-26,Electronics,5,159.68,Net Banking,UK,798.4000000000001
100324,2841,2023-03-04,Home & Kitchen,4,2306.23,Credit Card,Canada,9224.92
100325,3455,2023-12-04,Groceries,2,1313.39,Debit Card,Canada,2626.78
100326,1524,2023-10-03,Sports,5,2950.18,Credit Card,Australia,14750.9
100327,3950,2023-08-01,Home & Kitchen,1,3721.72,Debit Card,UK,3721.72
100328,5131,2023-10-30,Electronics,2,4580.9,Cash,UK,9161.8
100329,5780,2023-01-20,Beauty,1,458.98,Credit Card,UK,458.98
100330,5115,2023-09-04,Home & Kitchen,2,2929.75,Net Banking,UK,5859.5
100331,3368,2023-01-06,Beauty,2,1807.86,Net Banking,USA,3615.72
100332,4847,2023-03-14,Beauty,3,1305.68,Net Banking,Canada,3917.04
100333,5495,2023-04-17,Beauty,5,455.94,Cash,Canada,2279.7
100334,3701,2023-04-03,Electronics,5,1179.51,Cash,Canada,5897.55
100335,1971,2023-10-12,Electronics,3,2337.5,Cash,UK,7012.5
100336,2166,2023-12-22,Groceries,4,77.49,Cash,Australia,309.96
100337,5929,2023-08-07,Home & Kitchen,3,2951.19,Cash,USA,8853.57
100338,3774,2023-02-18,Sports,5,566.84,Credit Card,USA,2834.2000000000003
100339,2982,2023-12-30,Clothing,4,2897.3,Debit Card,India,11589.2
100340,1853,2023-10-22,Sports,5,1917.64,Net Banking,Australia,9588.2
100341,5146,2023-10-15,Beauty,4,3882.16,Credit Card,Australia,15528.64
100342,4736,2023-06-26,Home & Kitchen,2,2220.62,Credit Card,USA,4441.24
100343,4769,2023-10-26,Beauty,1,4719.08,Cash,Canada,4719.08
100344,1574,2023-04-18,Sports,3,1664.01,Credit Card,Australia,4992.03
100345,4261,2023-10-11,Groceries,4,2738.04,Cash,Canada,10952.16
100346,2148,2023-10-28,Electronics,5,3673.62,Cash,USA,18368.1
100347,2715,2023-03-06,Sports,2,1132.39,Credit Card,Australia,2264.78
100348,5777,2023-11-02,Sports,4,131.74,Cash,UK,526.96
100349,5933,2023-02-23,Clothing,5,3936.6,Cash,Australia,19683.0
100350,4854,2023-11-03,Sports,2,1501.34,Net Banking,USA,3002.68
100351,3491,2023-10-26,Electronics,5,840.29,Credit Card,UK,4201.45
100352,3660,2023-11-16,Groceries,3,2983.3,UPI,Canada,8949.900000000001
100353,4124,2023-01-30,Groceries,5,1896.38,Credit Card,USA,9481.900000000001
100354,4051,2023-09-03,Beauty,1,1364.3,Cash,Australia,1364.3
