TransactionID,CustomerID,TransactionDate,ProductCategory,Quantity,UnitPrice,PaymentMethod,Country,TotalAmount
138704,1003,13-11-2023,Beauty,3,2452.8,Credit Card,Australia,7358.4
145265,1003,29-09-2023,Sports,2,346.53,Net Banking,Canada,693.06
100819,1003,27-04-2023,Clothing,5,392.6,Cash,India,1963
120360,1003,06-12-2023,Sports,1,578.31,Credit Card,India,578.31
125214,1003,13-04-2023,Clothing,5,2786.15,Debit Card,UK,13930.75
143633,1003,23-10-2023,Clothing,3,4658.22,UPI,UK,13974.66
136656,1003,14-08-2023,Groceries,4,3804.36,Net Banking,USA,15217.44
100355,1004,29-07-2023,Electronics,3,3549.64,Debit Card,Australia,10648.92
121827,1004,11-01-2023,Sports,4,1796.85,Cash,Australia,7187.4
113559,1004,31-01-2023,Electronics,4,760.51,Credit Card,Canada,3042.04
106299,1004,20-09-2023,Sports,4,3489.04,Debit Card,UK,13956.16
146768,1004,25-03-2023,Clothing,2,2072.25,Net Banking,USA,4144.5
124230,1005,14-06-2023,Electronics,1,2624.62,Credit Card,Australia,2624.62
136680,1005,16-11-2023,Electronics,2,3156.59,Debit Card,Australia,6313.18
145615,1005,29-07-2023,Groceries,5,2288.73,Debit Card,Canada,11443.65
113649,1005,27-02-2023,Home & Kitchen,5,764.76,Credit Card,India,3823.8
100816,1005,11-10-2023,Clothing,2,1020.77,Net Banking,UK,2041.54
112735,1005,03-09-2023,Home & Kitchen,1,4257.43,Debit Card,UK,4257.43
137482,1005,21-02-2023,Clothing,2,3158.36,UPI,UK,6316.72
149862,1005,09-05-2023,Groceries,3,4075.73,UPI,UK,12227.19
139510,1005,17-04-2023,Clothing,2,183.89,Cash,USA,367.78
102920,1006,24-07-2023,Sports,1,2630.78,UPI,Australia,2630.78
116105,1006,05-05-2023,Beauty,5,110.91,Net Banking,Australia,554.55
128134,1006,26-09-2023,Home & Kitchen,1,4506.99,Cash,Canada,4506.99
134390,1006,27-05-2023,Home & Kitchen,5,4062.58,Cash,Canada,20312.9
147733,1006,10-10-2023,Beauty,2,4032.39,Net Banking,Canada,8064.78
129873,1006,22-07-2023,Beauty,4,1727.85,Credit Card,India,6911.4
129626,1006,16-02-2023,Beauty,3,3894.65,Credit Card,USA,11683.95
139014,1006,11-05-2023,Groceries,3,3186.59,Debit Card,USA,9559.77
147800,1006,24-04-2023,Home & Kitchen,3,3642.51,UPI,USA,10927.53
103419,1007,24-10-2023,Electronics,5,1243.12,Debit Card,Australia,6215.6
126960,1007,13-11-2023,Beauty,4,2884,Debit Card,Australia,11536
129398,1007,13-02-2023,Clothing,4,318.24,Cash,Australia,1272.96
102557,1007,11-07-2023,Groceries,2,3249.68,Cash,Canada,6499.36
109848,1007,07-01-2023,Sports,5,3068.77,UPI,Canada,15343.85
126012,1007,11-07-2023,Sports,3,2125.46,UPI,Canada,6376.38
146336,1007,16-12-2023,Home & Kitchen,3,3173.58,Credit Card,Canada,9520.74
118650,1007,07-04-2023,Groceries,3,634.93,UPI,India,1904.79
128318,1007,18-03-2023,Groceries,3,523.73,Net Banking,UK,1571.19
129012,1007,15-10-2023,Home & Kitchen,4,2444.82,Net Banking,UK,9779.28
137848,1007,18-09-2023,Home & Kitchen,3,4140.31,Debit Card,UK,12420.93
113608,1007,08-02-2023,Clothing,5,423.31,Credit Card,USA,2116.55
121189,1007,25-09-2023,Electronics,4,1870.86,Debit Card,USA,7483.44
143240,1007,26-07-2023,Home & Kitchen,5,3768.75,UPI,USA,18843.75
148016,1008,03-09-2023,Clothing,1,804.24,Debit Card,Canada,804.24
123676,1008,09-11-2023,Clothing,1,2629.19,Net Banking,India,2629.19
144777,1008,02-04-2023,Electronics,2,1659.7,UPI,India,3319.4
113086,1008,13-09-2023,Home & Kitchen,3,279.54,Net Banking,UK,838.62
119200,1008,30-01-2023,Clothing,4,1038.91,Net Banking,USA,4155.64
137883,1008,23-02-2023,Beauty,2,4592.28,Credit Card,USA,9184.56
137889,1009,07-05-2023,Home & Kitchen,2,2411.79,Net Banking,Australia,4823.58
141461,1009,05-11-2023,Home & Kitchen,5,277.08,UPI,Australia,1385.4
108640,1009,03-08-2023,Home & Kitchen,1,3973.01,Credit Card,Canada,3973.01
142180,1009,28-01-2023,Beauty,2,3303.76,Debit Card,Canada,6607.52
100846,1009,21-05-2023,Beauty,5,3978.6,Debit Card,India,19893
101916,1009,13-02-2023,Sports,4,2117.49,UPI,India,8469.96
100616,1009,30-01-2023,Electronics,2,1730.19,Cash,UK,3460.38
137864,1009,21-04-2023,Beauty,3,4492.62,Cash,UK,13477.86
114935,1009,01-06-2023,Electronics,5,3642.79,Credit Card,USA,18213.95
122030,1009,22-02-2023,Home & Kitchen,4,3040.18,Credit Card,USA,12160.72
132427,1009,21-10-2023,Clothing,1,230.03,Credit Card,USA,230.03
121548,1010,09-11-2023,Beauty,1,4976.37,UPI,Australia,4976.37
146821,1010,03-06-2023,Clothing,3,2293.97,Net Banking,Australia,6881.91
137786,1010,10-08-2023,Sports,3,566.67,Credit Card,Canada,1700.01
141927,1010,22-07-2023,Sports,3,786.44,Credit Card,Canada,2359.32
108754,1010,27-09-2023,Sports,3,2273.84,UPI,India,6821.52
132257,1010,30-01-2023,Home & Kitchen,1,931.44,Credit Card,UK,931.44
134469,1010,07-06-2023,Clothing,1,3671.41,Net Banking,UK,3671.41
134746,1010,27-10-2023,Groceries,5,864.6,Net Banking,UK,4323
101325,1010,26-05-2023,Sports,3,1219.43,Debit Card,USA,3658.29
125978,1010,25-07-2023,Sports,4,2397.26,Net Banking,USA,9589.04
130127,1010,04-11-2023,Groceries,4,2753.92,Cash,USA,11015.68
105012,1011,01-11-2023,Clothing,1,4609.18,Credit Card,Australia,4609.18
109911,1011,09-01-2023,Groceries,4,3828.51,Net Banking,Australia,15314.04
124267,1011,24-08-2023,Home & Kitchen,2,4326.77,Net Banking,Australia,8653.54
135626,1011,07-11-2023,Electronics,2,2237.15,Net Banking,Australia,4474.3
139514,1011,06-07-2023,Beauty,3,125.92,Net Banking,Australia,377.76
112911,1011,31-03-2023,Home & Kitchen,3,4531.76,UPI,Canada,13595.28
119796,1011,27-11-2023,Electronics,5,4929,Net Banking,Canada,24645
136348,1011,01-07-2023,Beauty,5,2119.46,Cash,Canada,10597.3
101856,1011,25-12-2023,Electronics,5,3873.71,Net Banking,India,19368.55
110434,1011,11-12-2023,Sports,4,2855.75,Debit Card,India,11423
140628,1011,29-06-2023,Groceries,2,1067.02,Debit Card,India,2134.04
142558,1011,01-05-2023,Home & Kitchen,1,4820.21,Net Banking,India,4820.21
130840,1011,19-02-2023,Clothing,4,3752.13,Debit Card,UK,15008.52
130878,1011,02-05-2023,Sports,3,333.11,UPI,UK,999.33
133285,1011,03-07-2023,Beauty,4,3892.98,UPI,USA,15571.92
143167,1011,11-07-2023,Clothing,2,4095,Credit Card,USA,8190
149864,1011,13-05-2023,Sports,2,2132.68,Cash,USA,4265.36
107384,1012,15-12-2023,Home & Kitchen,5,3193,UPI,Australia,15965
108666,1012,28-02-2023,Groceries,2,2290.49,Credit Card,Australia,4580.98
111881,1012,14-12-2023,Sports,2,2979,Credit Card,Australia,5958
124079,1012,09-07-2023,Electronics,1,117.72,Credit Card,Canada,117.72
127045,1012,22-06-2023,Electronics,3,2345.35,UPI,Canada,7036.05
114517,1012,14-07-2023,Electronics,5,76.95,Net Banking,UK,384.75
118326,1012,26-09-2023,Beauty,2,3934.21,Cash,UK,7868.42
123071,1012,01-02-2023,Home & Kitchen,1,4412.56,Debit Card,UK,4412.56
139835,1012,01-07-2023,Electronics,5,4706.97,UPI,USA,23534.85
140844,1012,26-05-2023,Groceries,4,2400.5,Net Banking,USA,9602
115879,1013,26-03-2023,Beauty,5,2936.94,Credit Card,Australia,14684.7
120726,1013,15-12-2023,Groceries,1,3294.11,Credit Card,Australia,3294.11
108712,1013,30-12-2023,Electronics,5,4949.11,Net Banking,Canada,24745.55
143501,1013,28-04-2023,Groceries,1,1608.71,Cash,Canada,1608.71
143629,1013,30-03-2023,Electronics,3,242.05,Cash,Canada,726.15
138050,1013,20-02-2023,Home & Kitchen,3,428.29,UPI,India,1284.87
101696,1013,10-07-2023,Electronics,4,4075.63,Credit Card,UK,16302.52
134413,1013,27-09-2023,Sports,2,3332.81,Net Banking,USA,6665.62
147086,1013,06-08-2023,Clothing,3,3233.42,Debit Card,USA,9700.26
112751,1014,07-01-2023,Sports,2,487.58,Credit Card,Australia,975.16
124131,1014,11-09-2023,Electronics,2,2951.51,Cash,Australia,5903.02
134464,1014,28-07-2023,Home & Kitchen,5,1930.69,UPI,Australia,9653.45
143316,1014,24-10-2023,Clothing,2,1056.75,Cash,Australia,2113.5
137207,1014,09-07-2023,Beauty,1,3432.97,UPI,Canada,3432.97
120444,1014,14-10-2023,Clothing,5,2452.88,UPI,USA,12264.4
111561,1015,12-08-2023,Clothing,2,1518.51,Credit Card,Australia,3037.02
132956,1015,22-06-2023,Sports,1,1205.12,Net Banking,Australia,1205.12
146816,1015,16-12-2023,Beauty,1,2301.22,Net Banking,Australia,2301.22
142571,1015,22-01-2023,Electronics,2,2005.64,Net Banking,Canada,4011.28
104988,1015,08-07-2023,Beauty,2,2562.32,Cash,India,5124.64
143129,1015,22-12-2023,Electronics,5,4213.2,Net Banking,India,21066
111622,1015,07-03-2023,Sports,4,1938.52,Debit Card,UK,7754.08
131471,1015,17-06-2023,Home & Kitchen,2,529.25,Debit Card,UK,1058.5
148365,1015,21-12-2023,Groceries,5,1144.75,Credit Card,UK,5723.75
118357,1015,24-12-2023,Home & Kitchen,2,3473.38,Cash,USA,6946.76
119503,1015,14-09-2023,Beauty,1,324.99,Cash,USA,324.99
131715,1015,21-06-2023,Electronics,3,145.04,Cash,USA,435.12
134191,1015,15-12-2023,Electronics,5,97.64,Cash,USA,488.2
102170,1016,03-07-2023,Electronics,4,3785.82,Net Banking,Australia,15143.28
121402,1016,10-01-2023,Sports,5,3523.77,Debit Card,Australia,17618.85
104900,1016,11-01-2023,Groceries,4,3678.23,Cash,Canada,14712.92
122370,1016,25-05-2023,Beauty,4,2420.2,Net Banking,Canada,9680.8
122582,1016,28-06-2023,Groceries,1,158.31,UPI,Canada,158.31
125150,1016,03-09-2023,Sports,1,2714.93,Credit Card,Canada,2714.93
144122,1016,02-05-2023,Sports,5,4245.2,Credit Card,Canada,21226
114046,1016,04-06-2023,Sports,1,4241.76,Cash,India,4241.76
119897,1016,28-09-2023,Groceries,2,2588.18,Credit Card,India,5176.36
124926,1016,05-07-2023,Electronics,3,4258.91,Net Banking,India,12776.73
124134,1016,08-12-2023,Beauty,4,2375.73,Debit Card,UK,9502.92
146787,1016,01-12-2023,Groceries,5,678.13,Cash,UK,3390.65
147205,1016,12-01-2023,Clothing,3,2974.14,UPI,UK,8922.42
100280,1016,10-06-2023,Clothing,3,3945.56,Credit Card,USA,11836.68
121522,1017,19-07-2023,Clothing,2,3507.86,Cash,Australia,7015.72
131098,1017,01-08-2023,Groceries,2,1356.43,Cash,Australia,2712.86
109632,1017,19-04-2023,Beauty,2,1058.82,Net Banking,Canada,2117.64
126023,1017,11-06-2023,Groceries,5,1780.08,Debit Card,India,8900.4
126620,1017,24-04-2023,Clothing,2,4368.45,Net Banking,India,8736.9
135896,1017,05-07-2023,Beauty,2,4090.97,Cash,India,8181.94
132543,1017,09-10-2023,Home & Kitchen,3,4318.07,UPI,UK,12954.21
144141,1017,24-11-2023,Home & Kitchen,1,2562.33,Cash,UK,2562.33
127313,1017,24-04-2023,Groceries,1,2800.27,Cash,USA,2800.27
103714,1018,12-08-2023,Home & Kitchen,2,706.14,Credit Card,Australia,1412.28
128106,1018,21-09-2023,Groceries,5,3830.99,UPI,Australia,19154.95
105306,1018,01-12-2023,Clothing,3,4778.37,Credit Card,Canada,14335.11
106196,1018,06-11-2023,Beauty,1,214.44,UPI,Canada,214.44
108522,1018,22-05-2023,Groceries,1,1625.83,Cash,Canada,1625.83
120972,1018,28-04-2023,Groceries,1,2112.04,UPI,Canada,2112.04
102826,1018,30-08-2023,Home & Kitchen,4,4181.89,UPI,India,16727.56
104226,1018,26-12-2023,Electronics,4,4313.74,Net Banking,India,17254.96
106480,1018,22-06-2023,Electronics,1,4378.02,Cash,UK,4378.02
116718,1018,05-04-2023,Groceries,4,1874.14,Credit Card,UK,7496.56
129048,1018,03-06-2023,Sports,4,1856.74,Cash,UK,7426.96
149017,1018,10-02-2023,Clothing,3,487.22,Cash,UK,1461.66
103980,1018,14-05-2023,Clothing,5,3069.42,UPI,USA,15347.1
115769,1018,26-12-2023,Beauty,2,976.08,Cash,USA,1952.16
117730,1018,18-10-2023,Sports,4,3150.78,UPI,USA,12603.12
147676,1018,05-12-2023,Beauty,4,843.59,Cash,USA,3374.36
127503,1019,29-11-2023,Beauty,1,1348.17,Credit Card,Australia,1348.17
137452,1019,14-06-2023,Groceries,3,1347.92,Credit Card,Canada,4043.76
138567,1019,22-08-2023,Sports,3,1595.6,Net Banking,Canada,4786.8
132196,1019,24-04-2023,Beauty,2,4088.17,Cash,India,8176.34
115218,1019,25-11-2023,Electronics,1,2365.81,Net Banking,USA,2365.81
143282,1019,16-11-2023,Clothing,1,759.75,Cash,USA,759.75
111870,1020,09-10-2023,Sports,5,3687.33,Debit Card,Australia,18436.65
136406,1020,06-03-2023,Electronics,2,4289.95,Credit Card,Australia,8579.9
112298,1020,18-08-2023,Home & Kitchen,1,2700.87,Debit Card,Canada,2700.87
137439,1020,17-03-2023,Groceries,2,1280.03,Credit Card,Canada,2560.06
113638,1020,03-10-2023,Electronics,5,3493.57,Credit Card,India,17467.85
146361,1020,22-08-2023,Clothing,1,4350.06,UPI,India,4350.06
107571,1020,28-07-2023,Beauty,5,3453.12,Debit Card,UK,17265.6
147627,1020,24-11-2023,Clothing,3,2276.26,Credit Card,UK,6828.78
101869,1020,19-08-2023,Electronics,2,1012.04,Debit Card,USA,2024.08
124106,1020,24-09-2023,Sports,2,2857.26,Net Banking,USA,5714.52
136213,1020,18-01-2023,Beauty,4,4307.97,Debit Card,USA,17231.88
141187,1021,30-05-2023,Sports,2,4497.73,UPI,Australia,8995.46
101458,1021,24-12-2023,Electronics,4,2615.17,UPI,Canada,10460.68
146396,1021,26-06-2023,Groceries,3,1202.24,Credit Card,Canada,3606.72
101610,1021,12-02-2023,Sports,2,4091.5,UPI,UK,8183
126403,1021,10-03-2023,Sports,2,2712.74,UPI,UK,5425.48
142487,1021,08-04-2023,Beauty,1,4732.41,Cash,UK,4732.41
107813,1021,16-11-2023,Home & Kitchen,2,1059.49,UPI,USA,2118.98
126087,1021,26-04-2023,Clothing,1,3938.56,UPI,USA,3938.56
144088,1021,24-10-2023,Groceries,5,2354.66,Credit Card,USA,11773.3
120402,1022,28-07-2023,Home & Kitchen,4,679.69,Debit Card,Australia,2718.76
139199,1022,13-02-2023,Home & Kitchen,4,4207.24,Debit Card,Canada,16828.96
143088,1022,11-06-2023,Sports,2,367.38,Net Banking,India,734.76
149264,1022,01-08-2023,Electronics,4,4546.39,Credit Card,India,18185.56
102309,1022,04-06-2023,Sports,3,2276.24,Cash,UK,6828.72
129167,1022,18-05-2023,Electronics,3,2167.78,UPI,UK,6503.34
108162,1022,17-05-2023,Clothing,5,3226.72,UPI,USA,16133.6
112411,1022,27-07-2023,Clothing,3,2625.74,Credit Card,USA,7877.22
121930,1022,30-04-2023,Electronics,4,3918.12,Debit Card,USA,15672.48
147958,1022,20-02-2023,Beauty,3,4336.55,Net Banking,USA,13009.65
108242,1023,09-08-2023,Groceries,2,534.68,UPI,Australia,1069.36
110445,1023,25-04-2023,Sports,1,976.55,Credit Card,Australia,976.55
114141,1023,05-06-2023,Groceries,4,2191.57,Credit Card,Australia,8766.28
140458,1023,27-06-2023,Home & Kitchen,3,4828.34,UPI,Australia,14485.02
142876,1023,08-09-2023,Home & Kitchen,3,4651.01,UPI,Australia,13953.03
109549,1023,14-07-2023,Electronics,4,2184.68,Cash,Canada,8738.72
133081,1023,15-05-2023,Electronics,5,2119.49,Net Banking,Canada,10597.45
128131,1023,01-11-2023,Sports,1,612.34,UPI,India,612.34
147211,1023,11-06-2023,Home & Kitchen,4,622,UPI,India,2488
119477,1023,05-07-2023,Groceries,5,770.57,Net Banking,UK,3852.85
120755,1023,26-04-2023,Groceries,3,2590.92,UPI,UK,7772.76
144754,1023,26-04-2023,Clothing,2,491.13,Debit Card,USA,982.26
121521,1024,21-07-2023,Home & Kitchen,5,1423.44,Credit Card,Canada,7117.2
130642,1024,15-09-2023,Beauty,5,1760.22,Debit Card,Canada,8801.1
103104,1024,13-05-2023,Groceries,2,1334.71,Net Banking,India,2669.42
109663,1024,01-11-2023,Beauty,1,4062.68,Debit Card,India,4062.68
123759,1024,21-06-2023,Clothing,5,152.57,Cash,India,762.85
137425,1024,19-05-2023,Sports,1,3631.38,Credit Card,India,3631.38
106252,1024,02-07-2023,Beauty,4,148.94,Credit Card,UK,595.76
117417,1024,13-09-2023,Electronics,5,4377.97,Cash,UK,21889.85
103348,1025,05-03-2023,Sports,3,473.57,Debit Card,Canada,1420.71
122393,1025,14-08-2023,Groceries,5,1086.2,Credit Card,Canada,5431
109915,1025,23-03-2023,Sports,2,971.1,Debit Card,India,1942.2
127555,1025,15-05-2023,Groceries,5,1950.43,Debit Card,India,9752.15
128339,1025,06-11-2023,Beauty,4,451.59,Net Banking,India,1806.36
129638,1025,06-04-2023,Electronics,1,911.97,Debit Card,India,911.97
137612,1025,25-01-2023,Clothing,1,1287.76,Credit Card,India,1287.76
110674,1025,28-12-2023,Sports,5,4010.04,Debit Card,UK,20050.2
134354,1025,08-08-2023,Electronics,2,1000.48,Debit Card,UK,2000.96
118487,1025,31-05-2023,Groceries,5,4728.41,Debit Card,USA,23642.05
144037,1025,19-09-2023,Sports,4,4865.6,Debit Card,USA,19462.4
124612,1026,25-04-2023,Home & Kitchen,4,2899.9,UPI,Australia,11599.6
112906,1026,02-11-2023,Beauty,5,1574.49,UPI,Canada,7872.45
123421,1026,31-08-2023,Home & Kitchen,3,2092.46,Credit Card,Canada,6277.38
127018,1026,12-04-2023,Beauty,5,1966.28,Net Banking,Canada,9831.4
133346,1026,22-04-2023,Electronics,2,1262.15,Debit Card,Canada,2524.3
130740,1026,04-05-2023,Beauty,3,3013.19,Net Banking,India,9039.57
123181,1026,09-06-2023,Beauty,1,2110.36,UPI,UK,2110.36
105952,1026,15-03-2023,Beauty,2,3770.43,Debit Card,USA,7540.86
110539,1026,10-11-2023,Clothing,4,3597.49,UPI,USA,14389.96
125217,1026,28-03-2023,Home & Kitchen,3,3199.19,Debit Card,USA,9597.57
145475,1026,29-09-2023,Home & Kitchen,2,1045.74,Net Banking,USA,2091.48
138818,1027,28-10-2023,Beauty,4,2575.2,Cash,Australia,10300.8
105545,1027,26-06-2023,Beauty,4,260.1,UPI,Canada,1040.4
125754,1027,13-07-2023,Home & Kitchen,1,3677.23,Cash,Canada,3677.23
132487,1027,02-11-2023,Clothing,3,1134.7,UPI,Canada,3404.1
116405,1027,28-07-2023,Beauty,4,4243.86,Debit Card,India,16975.44
116721,1027,03-09-2023,Sports,3,4041.22,Cash,India,12123.66
123932,1027,29-03-2023,Electronics,1,1508.4,Debit Card,India,1508.4
130525,1027,24-10-2023,Home & Kitchen,5,4767.67,UPI,India,23838.35
140659,1027,30-03-2023,Home & Kitchen,1,4078.44,Cash,India,4078.44
144735,1027,28-10-2023,Clothing,1,2097.77,Cash,India,2097.77
101707,1027,02-09-2023,Beauty,2,2318.96,Net Banking,UK,4637.92
112468,1027,25-09-2023,Groceries,5,2775.54,UPI,UK,13877.7
115981,1027,16-05-2023,Beauty,5,4982.39,Net Banking,UK,24911.95
116475,1027,09-07-2023,Clothing,3,3768.32,Net Banking,UK,11304.96
117284,1027,08-08-2023,Sports,1,495.36,Credit Card,UK,495.36
128685,1027,01-05-2023,Groceries,4,319.22,Cash,UK,1276.88
133683,1027,10-08-2023,Groceries,2,4065.29,UPI,UK,8130.58
148145,1027,02-10-2023,Sports,1,3397.67,Debit Card,UK,3397.67
119501,1027,22-10-2023,Sports,2,3185.68,UPI,USA,6371.36
120140,1027,08-04-2023,Clothing,2,4726.56,Net Banking,USA,9453.12
134543,1027,12-12-2023,Groceries,3,3004.37,UPI,USA,9013.11
145283,1027,30-03-2023,Home & Kitchen,4,1298.88,Net Banking,USA,5195.52
149228,1027,01-08-2023,Home & Kitchen,4,263.17,UPI,USA,1052.68
115481,1028,12-08-2023,Electronics,4,1581.15,Net Banking,Australia,6324.6
105376,1028,21-03-2023,Sports,2,3690.81,Credit Card,Canada,7381.62
126746,1028,21-08-2023,Clothing,2,2259.49,Credit Card,India,4518.98
137363,1028,22-02-2023,Beauty,4,2345.71,Credit Card,India,9382.84
101470,1028,25-03-2023,Groceries,5,3144.04,Net Banking,UK,15720.2
107296,1028,10-02-2023,Clothing,2,867.64,UPI,UK,1735.28
108053,1028,13-12-2023,Beauty,4,1322.22,Cash,USA,5288.88
126607,1028,12-02-2023,Electronics,1,1891.68,UPI,USA,1891.68
142202,1028,07-05-2023,Groceries,4,721.9,Net Banking,USA,2887.6
130471,1029,22-08-2023,Clothing,2,2871.23,Debit Card,Australia,5742.46
142029,1029,27-06-2023,Groceries,1,995.42,Cash,Australia,995.42
142896,1029,11-07-2023,Home & Kitchen,4,3525.6,Net Banking,Australia,14102.4
108805,1029,30-07-2023,Beauty,5,493.8,UPI,Canada,2469
120747,1029,29-01-2023,Electronics,4,4490.5,Debit Card,India,17962
114218,1029,16-10-2023,Home & Kitchen,3,2146.81,Credit Card,UK,6440.43
127473,1029,24-06-2023,Groceries,2,4381.62,Credit Card,UK,8763.24
127483,1029,23-12-2023,Beauty,5,4813.51,UPI,UK,24067.55
137149,1029,06-04-2023,Home & Kitchen,5,2033.99,UPI,UK,10169.95
111617,1029,14-10-2023,Groceries,2,1870.55,Cash,USA,3741.1
136189,1029,25-12-2023,Electronics,5,3705.9,Credit Card,USA,18529.5
141514,1029,11-04-2023,Sports,4,1050.86,Credit Card,USA,4203.44
107357,1030,15-08-2023,Beauty,1,1604.94,Cash,Australia,1604.94
136659,1030,02-11-2023,Home & Kitchen,1,1231.58,Debit Card,Australia,1231.58
149518,1030,27-07-2023,Clothing,4,2824.2,Credit Card,Canada,11296.8
113875,1030,26-02-2023,Clothing,4,658.15,UPI,India,2632.6
120094,1030,02-01-2023,Electronics,3,121.5,Credit Card,USA,364.5
123309,1030,14-06-2023,Clothing,5,788.29,UPI,USA,3941.45
131308,1030,06-10-2023,Clothing,4,1647.99,Debit Card,USA,6591.96
141532,1031,25-07-2023,Sports,3,2074.66,Credit Card,Australia,6223.98
146828,1031,11-05-2023,Groceries,1,2086.23,Debit Card,Australia,2086.23
117690,1031,16-12-2023,Beauty,1,4306.53,Debit Card,Canada,4306.53
127796,1031,04-06-2023,Electronics,1,3381.83,UPI,Canada,3381.83
117599,1031,07-04-2023,Groceries,5,4920.04,Credit Card,UK,24600.2
123096,1031,12-08-2023,Home & Kitchen,4,1485.48,Net Banking,UK,5941.92
132584,1031,02-01-2023,Sports,5,3469.94,UPI,UK,17349.7
137199,1031,26-06-2023,Home & Kitchen,5,3372.56,Net Banking,USA,16862.8
140899,1031,17-08-2023,Electronics,3,451.56,Cash,USA,1354.68
117207,1032,01-07-2023,Clothing,1,3174.77,Cash,Australia,3174.77
144058,1032,18-08-2023,Beauty,2,3915.51,Credit Card,Canada,7831.02
108622,1032,17-09-2023,Clothing,4,3268.63,Cash,India,13074.52
128335,1032,03-06-2023,Home & Kitchen,1,2081.83,Cash,India,2081.83
123950,1032,16-08-2023,Beauty,3,1116.86,Debit Card,UK,3350.58
140545,1032,20-10-2023,Clothing,4,2982.63,UPI,UK,11930.52
103303,1032,19-06-2023,Electronics,4,146.63,Credit Card,USA,586.52
140356,1033,15-06-2023,Sports,1,1653.9,Cash,Australia,1653.9
140281,1033,04-09-2023,Home & Kitchen,4,2887.54,Credit Card,Canada,11550.16
112212,1033,06-01-2023,Groceries,3,4020.56,Net Banking,India,12061.68
124394,1033,27-11-2023,Home & Kitchen,1,111.89,Debit Card,USA,111.89
132334,1033,29-09-2023,Electronics,4,3947.84,Credit Card,USA,15791.36
149422,1033,18-05-2023,Home & Kitchen,2,3983.54,Cash,USA,7967.08
125702,1034,25-02-2023,Clothing,1,411.11,UPI,Australia,411.11
141862,1034,18-07-2023,Clothing,5,1318.44,Net Banking,Australia,6592.2
148892,1034,19-03-2023,Home & Kitchen,1,3240.24,Net Banking,Australia,3240.24
149147,1034,20-03-2023,Sports,2,3878.23,Credit Card,India,7756.46
100051,1034,01-11-2023,Clothing,2,789.47,UPI,UK,1578.94
130899,1034,08-12-2023,Groceries,1,51.69,UPI,UK,51.69
147625,1034,22-09-2023,Beauty,5,1061.27,Debit Card,UK,5306.35
105377,1034,11-10-2023,Sports,2,4307.51,Net Banking,USA,8615.02
108028,1034,07-01-2023,Beauty,3,4234.25,UPI,USA,12702.75
122735,1035,14-04-2023,Clothing,1,516.5,Cash,Australia,516.5
128683,1035,16-10-2023,Beauty,3,3292.13,Credit Card,Canada,9876.39
125018,1035,03-10-2023,Electronics,3,3610.81,Credit Card,India,10832.43
148987,1035,29-10-2023,Electronics,5,1429.59,Cash,UK,7147.95
